parcel_id,crop_code,crop_name,crop_purity,area_mu,area_ha,area_m2,perimeter_m,compactness,machinery_suitability,center_lon,center_lat
GLC10_P0356,10,大田农作物 (通用耕地),1.0,19.95,1.33,13300.0,835.2,0.24,良 (标准规整农机作业区),-12.834131,16.778861
GLC10_P0357,10,大田农作物 (通用耕地),0.992,19.8,1.32,13200.0,672.6,0.367,优 (集中连片优质适机区),-13.622624,16.012986
GLC10_P0358,10,大田农作物 (通用耕地),0.985,19.65,1.31,13100.0,718.3,0.319,良 (标准规整农机作业区),-13.371586,16.938002
GLC10_P0359,10,大田农作物 (通用耕地),1.0,19.65,1.31,13100.0,621.4,0.426,优 (集中连片优质适机区),-13.967472,16.300125
GLC10_P0360,10,大田农作物 (通用耕地),1.0,19.65,1.31,13100.0,470.2,0.745,优 (集中连片优质适机区),-13.436446,16.060251
GLC10_P0361,10,大田农作物 (通用耕地),1.0,19.65,1.31,13100.0,741.3,0.3,良 (标准规整农机作业区),-13.268723,16.186045
GLC10_P0362,10,大田农作物 (通用耕地),0.992,19.5,1.3,13000.0,687.4,0.346,良 (标准规整农机作业区),-13.414268,16.092728
GLC10_P0363,10,大田农作物 (通用耕地),1.0,19.5,1.3,13000.0,741.7,0.297,良 (标准规整农机作业区),-13.706935,16.153567
GLC10_P0364,10,大田农作物 (通用耕地),1.0,19.5,1.3,13000.0,544.5,0.551,优 (集中连片优质适机区),-13.367265,16.036843
GLC10_P0365,10,大田农作物 (通用耕地),1.0,19.5,1.3,13000.0,473.5,0.729,优 (集中连片优质适机区),-13.776683,16.154745
GLC10_P0366,10,大田农作物 (通用耕地),0.992,19.35,1.29,12900.0,537.3,0.561,优 (集中连片优质适机区),-13.448616,16.131895
GLC10_P0367,10,大田农作物 (通用耕地),1.0,19.35,1.29,12900.0,830.1,0.235,良 (标准规整农机作业区),-13.983655,17.082499
GLC10_P0368,10,大田农作物 (通用耕地),1.0,19.35,1.29,12900.0,644.2,0.391,优 (集中连片优质适机区),-12.258665,17.97249
GLC10_P0369,10,大田农作物 (通用耕地),1.0,19.35,1.29,12900.0,758.7,0.282,良 (标准规整农机作业区),-12.83297,16.315051
GLC10_P0370,10,大田农作物 (通用耕地),1.0,19.2,1.28,12800.0,688.0,0.34,良 (标准规整农机作业区),-13.201683,16.208733
GLC10_P0371,10,大田农作物 (通用耕地),1.0,19.05,1.27,12700.0,550.8,0.526,优 (集中连片优质适机区),-12.714911,16.140312
GLC10_P0372,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,591.5,0.449,优 (集中连片优质适机区),-13.178267,16.17834
GLC10_P0373,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,738.1,0.288,良 (标准规整农机作业区),-13.004004,16.528336
GLC10_P0374,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,765.2,0.268,良 (标准规整农机作业区),-13.436828,16.088339
GLC10_P0375,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,589.3,0.452,优 (集中连片优质适机区),-13.438657,16.180141
GLC10_P0376,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,720.6,0.303,良 (标准规整农机作业区),-13.300865,16.19319
GLC10_P0377,10,大田农作物 (通用耕地),1.0,18.75,1.25,12500.0,532.1,0.555,优 (集中连片优质适机区),-13.091009,16.205708
GLC10_P0378,10,大田农作物 (通用耕地),1.0,18.6,1.24,12400.0,621.1,0.404,优 (集中连片优质适机区),-13.963193,16.30071
GLC10_P0379,10,大田农作物 (通用耕地),1.0,18.6,1.24,12400.0,684.1,0.333,良 (标准规整农机作业区),-13.200425,16.213356
GLC10_P0380,10,大田农作物 (通用耕地),1.0,18.6,1.24,12400.0,928.6,0.181,良 (标准规整农机作业区),-13.283355,16.186621
GLC10_P0381,10,大田农作物 (通用耕地),0.992,18.45,1.23,12300.0,645.9,0.37,优 (集中连片优质适机区),-13.478928,16.049925
GLC10_P0382,10,大田农作物 (通用耕地),0.992,18.3,1.22,12200.0,594.2,0.434,优 (集中连片优质适机区),-13.166703,16.185333
GLC10_P0383,10,大田农作物 (通用耕地),1.0,18.3,1.22,12200.0,578.1,0.459,优 (集中连片优质适机区),-13.561901,16.137798
GLC10_P0384,10,大田农作物 (通用耕地),0.984,18.3,1.22,12200.0,629.1,0.387,优 (集中连片优质适机区),-12.82632,16.277625
GLC10_P0385,10,大田农作物 (通用耕地),1.0,18.3,1.22,12200.0,611.0,0.411,优 (集中连片优质适机区),-13.479217,16.060588
GLC10_P0386,10,大田农作物 (通用耕地),0.992,18.3,1.22,12200.0,717.1,0.298,良 (标准规整农机作业区),-13.338572,16.193793
GLC10_P0387,10,大田农作物 (通用耕地),1.0,18.15,1.21,12100.0,613.9,0.404,优 (集中连片优质适机区),-13.20472,16.180219
GLC10_P0388,10,大田农作物 (通用耕地),1.0,18.15,1.21,12100.0,733.7,0.282,良 (标准规整农机作业区),-13.989403,17.101174
GLC10_P0389,10,大田农作物 (通用耕地),1.0,18.15,1.21,12100.0,743.9,0.275,良 (标准规整农机作业区),-13.720477,16.051751
GLC10_P0390,10,大田农作物 (通用耕地),0.992,18.15,1.21,12100.0,598.9,0.424,优 (集中连片优质适机区),-13.148531,16.200962
GLC10_P0391,10,大田农作物 (通用耕地),1.0,18.0,1.2,12000.0,804.1,0.233,良 (标准规整农机作业区),-12.870891,17.413082
GLC10_P0392,10,大田农作物 (通用耕地),1.0,18.0,1.2,12000.0,816.2,0.226,良 (标准规整农机作业区),-13.202772,16.179164
GLC10_P0393,10,大田农作物 (通用耕地),1.0,17.85,1.19,11900.0,563.8,0.47,优 (集中连片优质适机区),-13.693557,16.09685
GLC10_P0394,10,大田农作物 (通用耕地),1.0,17.7,1.18,11800.0,594.9,0.419,优 (集中连片优质适机区),-13.142862,16.21229
GLC10_P0395,10,大田农作物 (通用耕地),1.0,17.7,1.18,11800.0,785.3,0.24,良 (标准规整农机作业区),-13.312367,16.186896
GLC10_P0396,10,大田农作物 (通用耕地),0.992,17.7,1.18,11800.0,651.6,0.349,良 (标准规整农机作业区),-13.249036,16.179002
GLC10_P0397,10,大田农作物 (通用耕地),0.992,17.7,1.18,11800.0,665.3,0.335,良 (标准规整农机作业区),-13.729074,16.963557
GLC10_P0398,10,大田农作物 (通用耕地),1.0,17.7,1.18,11800.0,609.3,0.399,优 (集中连片优质适机区),-12.712761,16.141592
GLC10_P0399,10,大田农作物 (通用耕地),0.991,17.55,1.17,11700.0,644.0,0.354,优 (集中连片优质适机区),-13.937266,16.150646
GLC10_P0400,10,大田农作物 (通用耕地),1.0,17.4,1.16,11600.0,473.6,0.65,优 (集中连片优质适机区),-13.463195,16.140461
GLC10_P0401,10,大田农作物 (通用耕地),1.0,17.4,1.16,11600.0,737.4,0.268,良 (标准规整农机作业区),-13.273005,16.181373
GLC10_P0402,10,大田农作物 (通用耕地),0.983,17.4,1.16,11600.0,585.6,0.425,优 (集中连片优质适机区),-13.226087,16.196225
GLC10_P0403,10,大田农作物 (通用耕地),1.0,17.25,1.15,11500.0,666.8,0.325,良 (标准规整农机作业区),-13.618803,16.614788
GLC10_P0404,10,大田农作物 (通用耕地),1.0,17.25,1.15,11500.0,573.6,0.439,优 (集中连片优质适机区),-13.309208,16.187927
GLC10_P0405,10,大田农作物 (通用耕地),1.0,17.25,1.15,11500.0,778.8,0.238,良 (标准规整农机作业区),-13.734957,16.229363
GLC10_P0406,10,大田农作物 (通用耕地),1.0,17.1,1.14,11400.0,499.1,0.575,优 (集中连片优质适机区),-13.445099,16.025566
GLC10_P0407,10,大田农作物 (通用耕地),0.991,17.1,1.14,11400.0,640.3,0.349,良 (标准规整农机作业区),-13.945866,16.287691
GLC10_P0408,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,645.5,0.341,良 (标准规整农机作业区),-13.240092,16.193698
GLC10_P0409,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,744.8,0.256,良 (标准规整农机作业区),-12.468458,16.209908
GLC10_P0410,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,632.0,0.356,优 (集中连片优质适机区),-13.460396,16.1704
GLC10_P0411,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,597.2,0.398,优 (集中连片优质适机区),-13.780086,16.10669
GLC10_P0412,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,556.4,0.459,优 (集中连片优质适机区),-13.325919,17.236949
GLC10_P0413,10,大田农作物 (通用耕地),1.0,16.95,1.13,11300.0,696.7,0.293,良 (标准规整农机作业区),-13.649755,16.003018
GLC10_P0414,10,大田农作物 (通用耕地),0.982,16.8,1.12,11200.0,576.0,0.424,优 (集中连片优质适机区),-13.262592,16.174187
GLC10_P0415,10,大田农作物 (通用耕地),1.0,16.8,1.12,11200.0,610.0,0.378,优 (集中连片优质适机区),-12.846971,16.369368
GLC10_P0416,10,大田农作物 (通用耕地),0.982,16.65,1.11,11100.0,530.7,0.495,优 (集中连片优质适机区),-13.103207,16.214257
GLC10_P0417,10,大田农作物 (通用耕地),1.0,16.65,1.11,11100.0,494.8,0.57,优 (集中连片优质适机区),-13.661912,16.049118
GLC10_P0418,10,大田农作物 (通用耕地),1.0,16.65,1.11,11100.0,642.2,0.338,良 (标准规整农机作业区),-13.275126,16.198217
GLC10_P0419,10,大田农作物 (通用耕地),1.0,16.65,1.11,11100.0,727.5,0.264,良 (标准规整农机作业区),-13.255068,16.181532
GLC10_P0420,10,大田农作物 (通用耕地),0.964,16.65,1.11,11100.0,473.6,0.622,优 (集中连片优质适机区),-13.780069,16.090842
GLC10_P0421,10,大田农作物 (通用耕地),1.0,16.5,1.1,11000.0,567.5,0.429,优 (集中连片优质适机区),-13.246372,16.193886
GLC10_P0422,10,大田农作物 (通用耕地),0.991,16.5,1.1,11000.0,506.2,0.539,优 (集中连片优质适机区),-13.989441,17.095229
GLC10_P0423,10,大田农作物 (通用耕地),1.0,16.35,1.09,10900.0,501.9,0.544,优 (集中连片优质适机区),-13.475306,16.154703
GLC10_P0424,10,大田农作物 (通用耕地),1.0,16.35,1.09,10900.0,537.4,0.474,优 (集中连片优质适机区),-13.634473,16.002001
GLC10_P0425,10,大田农作物 (通用耕地),1.0,16.35,1.09,10900.0,566.6,0.427,优 (集中连片优质适机区),-13.401554,16.020274
GLC10_P0426,10,大田农作物 (通用耕地),1.0,16.35,1.09,10900.0,436.8,0.718,优 (集中连片优质适机区),-13.621044,16.092942
GLC10_P0427,10,大田农作物 (通用耕地),0.963,16.35,1.09,10900.0,489.2,0.572,优 (集中连片优质适机区),-12.460887,16.216701
GLC10_P0428,10,大田农作物 (通用耕地),1.0,16.35,1.09,10900.0,636.7,0.338,良 (标准规整农机作业区),-13.875123,16.20156
GLC10_P0429,10,大田农作物 (通用耕地),1.0,16.2,1.08,10800.0,648.1,0.323,良 (标准规整农机作业区),-13.459881,16.15331
GLC10_P0430,10,大田农作物 (通用耕地),1.0,16.2,1.08,10800.0,576.4,0.409,优 (集中连片优质适机区),-13.453756,16.131703
GLC10_P0431,10,大田农作物 (通用耕地),1.0,16.2,1.08,10800.0,708.7,0.27,良 (标准规整农机作业区),-13.644501,16.004305
GLC10_P0432,10,大田农作物 (通用耕地),1.0,16.05,1.07,10700.0,639.4,0.329,良 (标准规整农机作业区),-13.303372,16.192375
GLC10_P0433,10,大田农作物 (通用耕地),1.0,15.9,1.06,10600.0,508.2,0.516,优 (集中连片优质适机区),-13.413531,16.090036
GLC10_P0434,10,大田农作物 (通用耕地),1.0,15.9,1.06,10600.0,502.4,0.528,优 (集中连片优质适机区),-13.683114,16.033103
GLC10_P0435,10,大田农作物 (通用耕地),1.0,15.9,1.06,10600.0,466.1,0.613,优 (集中连片优质适机区),-13.987855,16.279121
GLC10_P0436,10,大田农作物 (通用耕地),1.0,15.75,1.05,10500.0,538.9,0.454,优 (集中连片优质适机区),-13.738107,16.236125
GLC10_P0437,10,大田农作物 (通用耕地),1.0,15.75,1.05,10500.0,689.6,0.277,良 (标准规整农机作业区),-13.538353,16.430812
GLC10_P0438,10,大田农作物 (通用耕地),0.99,15.75,1.05,10500.0,527.3,0.475,优 (集中连片优质适机区),-13.450914,16.1401
GLC10_P0439,10,大田农作物 (通用耕地),0.99,15.6,1.04,10400.0,487.1,0.551,优 (集中连片优质适机区),-12.666675,17.10598
GLC10_P0440,10,大田农作物 (通用耕地),1.0,15.45,1.03,10300.0,480.3,0.561,优 (集中连片优质适机区),-13.216574,16.187876
GLC10_P0441,10,大田农作物 (通用耕地),1.0,15.45,1.03,10300.0,679.7,0.28,良 (标准规整农机作业区),-13.949519,16.157878
GLC10_P0442,10,大田农作物 (通用耕地),1.0,15.45,1.03,10300.0,593.1,0.368,优 (集中连片优质适机区),-13.271032,16.172497
GLC10_P0443,10,大田农作物 (通用耕地),1.0,15.3,1.02,10200.0,570.3,0.394,优 (集中连片优质适机区),-12.746573,17.197074
GLC10_P0444,10,大田农作物 (通用耕地),1.0,15.3,1.02,10200.0,720.5,0.247,良 (标准规整农机作业区),-13.902189,16.107085
GLC10_P0445,10,大田农作物 (通用耕地),1.0,15.3,1.02,10200.0,533.5,0.45,优 (集中连片优质适机区),-13.574114,16.104555
GLC10_P0446,10,大田农作物 (通用耕地),1.0,15.3,1.02,10200.0,456.0,0.617,优 (集中连片优质适机区),-12.750584,16.117691
GLC10_P0447,10,大田农作物 (通用耕地),1.0,15.15,1.01,10100.0,644.2,0.306,良 (标准规整农机作业区),-13.214345,16.180478
GLC10_P0448,10,大田农作物 (通用耕地),1.0,15.0,1.0,10000.0,449.4,0.622,优 (集中连片优质适机区),-13.760488,16.099813
GLC10_P0449,10,大田农作物 (通用耕地),1.0,15.0,1.0,10000.0,616.6,0.331,良 (标准规整农机作业区),-13.033071,17.025711
GLC10_P0450,10,大田农作物 (通用耕地),1.0,14.85,0.99,9900.0,578.2,0.372,良 (标准规整农机作业区),-13.070481,17.146384
GLC10_P0451,10,大田农作物 (通用耕地),1.0,14.85,0.99,9900.0,568.4,0.385,良 (标准规整农机作业区),-13.675861,16.024477
GLC10_P0452,10,大田农作物 (通用耕地),1.0,14.55,0.97,9700.0,596.1,0.343,良 (标准规整农机作业区),-13.678789,16.045127
GLC10_P0453,10,大田农作物 (通用耕地),0.99,14.55,0.97,9700.0,443.7,0.619,良 (标准规整农机作业区),-13.793237,16.10864
GLC10_P0454,10,大田农作物 (通用耕地),1.0,14.55,0.97,9700.0,508.9,0.471,良 (标准规整农机作业区),-13.460136,16.155006
GLC10_P0455,10,大田农作物 (通用耕地),1.0,14.55,0.97,9700.0,507.9,0.472,良 (标准规整农机作业区),-13.980267,17.077223
GLC10_P0456,10,大田农作物 (通用耕地),1.0,14.4,0.96,9600.0,492.4,0.498,良 (标准规整农机作业区),-12.853489,17.043404
GLC10_P0457,10,大田农作物 (通用耕地),1.0,14.25,0.95,9500.0,544.3,0.403,良 (标准规整农机作业区),-13.446072,16.174673
GLC10_P0458,10,大田农作物 (通用耕地),1.0,14.25,0.95,9500.0,785.2,0.194,良 (标准规整农机作业区),-12.708613,16.129129
GLC10_P0459,10,大田农作物 (通用耕地),1.0,14.25,0.95,9500.0,652.7,0.28,良 (标准规整农机作业区),-13.202376,16.190044
GLC10_P0460,10,大田农作物 (通用耕地),1.0,14.25,0.95,9500.0,591.6,0.341,良 (标准规整农机作业区),-13.946456,16.286028
GLC10_P0461,10,大田农作物 (通用耕地),1.0,14.1,0.94,9400.0,455.3,0.57,良 (标准规整农机作业区),-13.395056,16.006815
GLC10_P0462,10,大田农作物 (通用耕地),1.0,14.1,0.94,9400.0,503.7,0.466,良 (标准规整农机作业区),-12.929992,16.136642
GLC10_P0463,10,大田农作物 (通用耕地),1.0,14.1,0.94,9400.0,469.8,0.535,良 (标准规整农机作业区),-13.887306,16.127195
GLC10_P0464,10,大田农作物 (通用耕地),1.0,13.95,0.93,9300.0,452.8,0.57,良 (标准规整农机作业区),-13.267191,16.170667
GLC10_P0465,10,大田农作物 (通用耕地),1.0,13.95,0.93,9300.0,496.8,0.473,良 (标准规整农机作业区),-12.480611,16.192309
GLC10_P0466,10,大田农作物 (通用耕地),1.0,13.95,0.93,9300.0,455.9,0.562,良 (标准规整农机作业区),-13.450092,16.137351
GLC10_P0467,10,大田农作物 (通用耕地),1.0,13.8,0.92,9200.0,569.4,0.357,良 (标准规整农机作业区),-13.7199,16.154793
GLC10_P0468,10,大田农作物 (通用耕地),0.989,13.65,0.91,9100.0,497.0,0.463,良 (标准规整农机作业区),-13.203931,16.181522
GLC10_P0469,10,大田农作物 (通用耕地),1.0,13.65,0.91,9100.0,450.1,0.564,良 (标准规整农机作业区),-13.481404,16.150101
GLC10_P0470,10,大田农作物 (通用耕地),1.0,13.65,0.91,9100.0,495.9,0.465,良 (标准规整农机作业区),-13.781354,16.10034
GLC10_P0471,10,大田农作物 (通用耕地),1.0,13.65,0.91,9100.0,603.4,0.314,良 (标准规整农机作业区),-13.819669,16.588762
GLC10_P0472,10,大田农作物 (通用耕地),1.0,13.65,0.91,9100.0,483.3,0.49,良 (标准规整农机作业区),-12.178524,17.872945
GLC10_P0473,10,大田农作物 (通用耕地),1.0,13.65,0.91,9100.0,499.5,0.458,良 (标准规整农机作业区),-13.228197,16.196048
GLC10_P0474,10,大田农作物 (通用耕地),0.989,13.5,0.9,9000.0,584.3,0.331,良 (标准规整农机作业区),-12.761398,17.106861
GLC10_P0475,10,大田农作物 (通用耕地),1.0,13.5,0.9,9000.0,528.4,0.405,良 (标准规整农机作业区),-13.621909,16.603822
GLC10_P0476,10,大田农作物 (通用耕地),1.0,13.5,0.9,9000.0,421.4,0.637,良 (标准规整农机作业区),-13.459953,16.156527
GLC10_P0477,10,大田农作物 (通用耕地),1.0,13.5,0.9,9000.0,458.5,0.538,良 (标准规整农机作业区),-13.965157,16.295045
GLC10_P0478,10,大田农作物 (通用耕地),1.0,13.5,0.9,9000.0,482.1,0.487,良 (标准规整农机作业区),-12.290749,17.591911
GLC10_P0479,10,大田农作物 (通用耕地),0.978,13.5,0.9,9000.0,496.2,0.459,良 (标准规整农机作业区),-13.240843,16.189437
GLC10_P0480,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,487.8,0.47,良 (标准规整农机作业区),-13.63282,16.600363
GLC10_P0481,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,510.2,0.43,良 (标准规整农机作业区),-12.119247,16.694412
GLC10_P0482,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,618.6,0.292,良 (标准规整农机作业区),-13.476448,16.155717
GLC10_P0483,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,411.7,0.66,良 (标准规整农机作业区),-13.7279,16.964634
GLC10_P0484,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,610.2,0.3,良 (标准规整农机作业区),-13.469764,16.103538
GLC10_P0485,10,大田农作物 (通用耕地),1.0,13.35,0.89,8900.0,562.5,0.354,良 (标准规整农机作业区),-13.165103,16.187323
GLC10_P0486,10,大田农作物 (通用耕地),1.0,13.2,0.88,8800.0,437.4,0.578,良 (标准规整农机作业区),-13.955571,16.298278
GLC10_P0487,10,大田农作物 (通用耕地),0.989,13.2,0.88,8800.0,535.2,0.386,良 (标准规整农机作业区),-13.268617,16.174592
GLC10_P0488,10,大田农作物 (通用耕地),1.0,13.2,0.88,8800.0,527.3,0.398,良 (标准规整农机作业区),-13.439128,16.173937
GLC10_P0489,10,大田农作物 (通用耕地),1.0,13.2,0.88,8800.0,499.5,0.443,良 (标准规整农机作业区),-13.202175,16.188103
GLC10_P0490,10,大田农作物 (通用耕地),1.0,13.2,0.88,8800.0,417.8,0.633,良 (标准规整农机作业区),-13.305173,16.194037
GLC10_P0491,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,524.0,0.398,良 (标准规整农机作业区),-13.252026,16.194529
GLC10_P0492,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,511.6,0.418,良 (标准规整农机作业区),-13.768585,16.104632
GLC10_P0493,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,435.5,0.576,良 (标准规整农机作业区),-13.718376,16.154127
GLC10_P0494,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,441.5,0.561,良 (标准规整农机作业区),-13.624902,16.009796
GLC10_P0495,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,458.6,0.52,良 (标准规整农机作业区),-13.195267,16.201141
GLC10_P0496,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,561.5,0.347,良 (标准规整农机作业区),-13.83922,16.10927
GLC10_P0497,10,大田农作物 (通用耕地),0.966,13.05,0.87,8700.0,505.8,0.427,良 (标准规整农机作业区),-13.435704,16.086865
GLC10_P0498,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,595.6,0.308,良 (标准规整农机作业区),-13.990147,17.104175
GLC10_P0499,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,516.9,0.409,良 (标准规整农机作业区),-13.959662,16.306303
GLC10_P0500,10,大田农作物 (通用耕地),1.0,13.05,0.87,8700.0,496.9,0.443,良 (标准规整农机作业区),-13.462825,16.165751
GLC10_P0501,10,大田农作物 (通用耕地),1.0,12.9,0.86,8600.0,505.7,0.423,良 (标准规整农机作业区),-13.193509,16.172974
GLC10_P0502,10,大田农作物 (通用耕地),1.0,12.9,0.86,8600.0,495.9,0.439,良 (标准规整农机作业区),-13.430631,16.144764
GLC10_P0503,10,大田农作物 (通用耕地),1.0,12.9,0.86,8600.0,652.4,0.254,良 (标准规整农机作业区),-12.400656,17.376961
GLC10_P0504,10,大田农作物 (通用耕地),1.0,12.9,0.86,8600.0,423.7,0.602,良 (标准规整农机作业区),-13.14049,16.192814
GLC10_P0505,10,大田农作物 (通用耕地),1.0,12.75,0.85,8500.0,581.2,0.316,良 (标准规整农机作业区),-13.095836,17.488732
GLC10_P0506,10,大田农作物 (通用耕地),1.0,12.6,0.84,8400.0,525.0,0.383,良 (标准规整农机作业区),-12.91802,16.13715
GLC10_P0507,10,大田农作物 (通用耕地),1.0,12.6,0.84,8400.0,557.6,0.34,良 (标准规整农机作业区),-13.254313,16.18773
GLC10_P0508,10,大田农作物 (通用耕地),1.0,12.6,0.84,8400.0,402.3,0.652,良 (标准规整农机作业区),-12.605757,16.065408
GLC10_P0509,10,大田农作物 (通用耕地),1.0,12.6,0.84,8400.0,529.9,0.376,良 (标准规整农机作业区),-13.893034,16.225738
GLC10_P0510,10,大田农作物 (通用耕地),1.0,12.45,0.83,8300.0,488.8,0.437,良 (标准规整农机作业区),-13.01091,16.478703
GLC10_P0511,10,大田农作物 (通用耕地),1.0,12.45,0.83,8300.0,383.6,0.709,良 (标准规整农机作业区),-12.832849,16.31245
GLC10_P0512,10,大田农作物 (通用耕地),1.0,12.45,0.83,8300.0,547.1,0.349,良 (标准规整农机作业区),-13.65101,16.00941
GLC10_P0513,10,大田农作物 (通用耕地),1.0,12.45,0.83,8300.0,516.0,0.392,良 (标准规整农机作业区),-13.278554,16.19571
GLC10_P0514,10,大田农作物 (通用耕地),1.0,12.45,0.83,8300.0,479.7,0.453,良 (标准规整农机作业区),-13.809512,16.072998
GLC10_P0515,10,大田农作物 (通用耕地),0.988,12.3,0.82,8200.0,452.6,0.503,良 (标准规整农机作业区),-13.413247,16.925084
GLC10_P0516,10,大田农作物 (通用耕地),1.0,12.3,0.82,8200.0,355.2,0.817,良 (标准规整农机作业区),-13.388716,16.006355
GLC10_P0517,10,大田农作物 (通用耕地),1.0,12.3,0.82,8200.0,558.7,0.33,良 (标准规整农机作业区),-13.984655,16.338836
GLC10_P0518,10,大田农作物 (通用耕地),1.0,12.15,0.81,8100.0,478.6,0.444,良 (标准规整农机作业区),-13.209794,16.181541
GLC10_P0519,10,大田农作物 (通用耕地),1.0,12.15,0.81,8100.0,506.5,0.397,良 (标准规整农机作业区),-13.431689,16.142993
GLC10_P0520,10,大田农作物 (通用耕地),0.988,12.15,0.81,8100.0,487.3,0.429,良 (标准规整农机作业区),-13.304183,16.191742
GLC10_P0521,10,大田农作物 (通用耕地),1.0,12.15,0.81,8100.0,467.1,0.467,良 (标准规整农机作业区),-12.895412,16.423766
GLC10_P0522,10,大田农作物 (通用耕地),1.0,12.0,0.8,8000.0,373.4,0.721,良 (标准规整农机作业区),-13.411191,16.16336
GLC10_P0523,10,大田农作物 (通用耕地),1.0,12.0,0.8,8000.0,417.3,0.577,良 (标准规整农机作业区),-12.165951,17.85608
GLC10_P0524,10,大田农作物 (通用耕地),1.0,12.0,0.8,8000.0,495.8,0.409,良 (标准规整农机作业区),-13.750613,16.394561
GLC10_P0525,10,大田农作物 (通用耕地),1.0,12.0,0.8,8000.0,464.5,0.466,良 (标准规整农机作业区),-13.472465,16.162496
GLC10_P0526,10,大田农作物 (通用耕地),1.0,12.0,0.8,8000.0,450.1,0.496,良 (标准规整农机作业区),-13.759157,16.126894
GLC10_P0527,10,大田农作物 (通用耕地),1.0,11.85,0.79,7900.0,556.5,0.321,良 (标准规整农机作业区),-13.409044,16.059787
GLC10_P0528,10,大田农作物 (通用耕地),1.0,11.85,0.79,7900.0,431.7,0.533,良 (标准规整农机作业区),-13.774595,16.107861
GLC10_P0529,10,大田农作物 (通用耕地),1.0,11.85,0.79,7900.0,426.6,0.546,良 (标准规整农机作业区),-13.884972,16.187211
GLC10_P0530,10,大田农作物 (通用耕地),1.0,11.7,0.78,7800.0,466.0,0.451,良 (标准规整农机作业区),-13.365049,16.015936
GLC10_P0531,10,大田农作物 (通用耕地),0.974,11.7,0.78,7800.0,453.4,0.477,良 (标准规整农机作业区),-13.941944,16.280485
GLC10_P0532,10,大田农作物 (通用耕地),1.0,11.7,0.78,7800.0,526.5,0.354,良 (标准规整农机作业区),-13.276144,16.18439
GLC10_P0533,10,大田农作物 (通用耕地),1.0,11.7,0.78,7800.0,403.8,0.601,良 (标准规整农机作业区),-13.777459,16.098723
GLC10_P0534,10,大田农作物 (通用耕地),1.0,11.7,0.78,7800.0,589.9,0.282,良 (标准规整农机作业区),-13.243668,16.193056
GLC10_P0535,10,大田农作物 (通用耕地),0.987,11.7,0.78,7800.0,468.7,0.446,良 (标准规整农机作业区),-13.254262,16.182861
GLC10_P0536,10,大田农作物 (通用耕地),1.0,11.7,0.78,7800.0,440.2,0.506,良 (标准规整农机作业区),-13.194795,16.172624
GLC10_P0537,10,大田农作物 (通用耕地),0.987,11.7,0.78,7800.0,379.5,0.681,良 (标准规整农机作业区),-13.67057,16.181202
GLC10_P0538,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,429.0,0.526,良 (标准规整农机作业区),-13.965697,16.268
GLC10_P0539,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,387.9,0.643,良 (标准规整农机作业区),-13.964094,16.323985
GLC10_P0540,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,457.5,0.462,良 (标准规整农机作业区),-12.935137,17.197923
GLC10_P0541,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,506.5,0.377,良 (标准规整农机作业区),-13.87966,16.217675
GLC10_P0542,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,418.7,0.552,良 (标准规整农机作业区),-13.781546,16.093009
GLC10_P0543,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,444.7,0.489,良 (标准规整农机作业区),-13.666609,16.179876
GLC10_P0544,10,大田农作物 (通用耕地),1.0,11.55,0.77,7700.0,393.5,0.625,良 (标准规整农机作业区),-13.789761,16.843974
GLC10_P0545,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,399.2,0.599,良 (标准规整农机作业区),-12.894376,16.422449
