parcel_id,crop_code,crop_name,crop_purity,area_mu,area_ha,area_m2,perimeter_m,compactness,machinery_suitability,center_lon,center_lat
GLC10_P0546,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,437.2,0.5,良 (标准规整农机作业区),-13.428566,16.064938
GLC10_P0547,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,608.8,0.258,良 (标准规整农机作业区),-13.652653,16.009062
GLC10_P0548,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,438.7,0.496,良 (标准规整农机作业区),-13.935026,16.120326
GLC10_P0549,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,396.8,0.607,良 (标准规整农机作业区),-13.208435,16.192185
GLC10_P0550,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,512.1,0.364,良 (标准规整农机作业区),-13.72568,16.053323
GLC10_P0551,10,大田农作物 (通用耕地),1.0,11.4,0.76,7600.0,404.6,0.583,良 (标准规整农机作业区),-13.037127,17.139969
GLC10_P0552,10,大田农作物 (通用耕地),1.0,11.25,0.75,7500.0,350.9,0.766,良 (标准规整农机作业区),-13.478666,16.07065
GLC10_P0553,10,大田农作物 (通用耕地),1.0,11.25,0.75,7500.0,518.8,0.35,良 (标准规整农机作业区),-13.293564,16.1977
GLC10_P0554,10,大田农作物 (通用耕地),1.0,11.25,0.75,7500.0,523.8,0.344,良 (标准规整农机作业区),-13.464689,16.159005
GLC10_P0555,10,大田农作物 (通用耕地),0.987,11.25,0.75,7500.0,388.0,0.626,良 (标准规整农机作业区),-12.239646,16.204847
GLC10_P0556,10,大田农作物 (通用耕地),1.0,11.25,0.75,7500.0,395.3,0.603,良 (标准规整农机作业区),-12.601128,16.07276
GLC10_P0557,10,大田农作物 (通用耕地),1.0,11.1,0.74,7400.0,363.8,0.703,良 (标准规整农机作业区),-13.250106,16.193843
GLC10_P0558,10,大田农作物 (通用耕地),0.986,11.1,0.74,7400.0,447.4,0.465,良 (标准规整农机作业区),-13.328371,16.184467
GLC10_P0559,10,大田农作物 (通用耕地),1.0,11.1,0.74,7400.0,380.0,0.644,良 (标准规整农机作业区),-13.084756,17.504211
GLC10_P0560,10,大田农作物 (通用耕地),1.0,10.95,0.73,7300.0,398.1,0.579,良 (标准规整农机作业区),-13.625002,16.011884
GLC10_P0561,10,大田农作物 (通用耕地),1.0,10.95,0.73,7300.0,510.5,0.352,良 (标准规整农机作业区),-13.486945,16.448271
GLC10_P0562,10,大田农作物 (通用耕地),0.973,10.95,0.73,7300.0,418.7,0.523,良 (标准规整农机作业区),-13.93779,16.149149
GLC10_P0563,10,大田农作物 (通用耕地),1.0,10.95,0.73,7300.0,404.5,0.561,良 (标准规整农机作业区),-12.550678,16.21713
GLC10_P0564,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,443.7,0.46,良 (标准规整农机作业区),-13.255643,16.176547
GLC10_P0565,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,384.4,0.612,良 (标准规整农机作业区),-13.961391,16.298976
GLC10_P0566,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,429.4,0.491,良 (标准规整农机作业区),-12.866327,17.411091
GLC10_P0567,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,384.6,0.612,良 (标准规整农机作业区),-12.88778,16.144851
GLC10_P0568,10,大田农作物 (通用耕地),0.986,10.8,0.72,7200.0,473.5,0.404,良 (标准规整农机作业区),-13.259012,16.167753
GLC10_P0569,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,455.1,0.437,良 (标准规整农机作业区),-13.167992,16.179303
GLC10_P0570,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,369.4,0.663,良 (标准规整农机作业区),-13.824954,16.600922
GLC10_P0571,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,542.7,0.307,良 (标准规整农机作业区),-12.759881,17.107401
GLC10_P0572,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,513.5,0.343,良 (标准规整农机作业区),-13.669638,16.181956
GLC10_P0573,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,578.6,0.27,良 (标准规整农机作业区),-13.764337,16.089829
GLC10_P0574,10,大田农作物 (通用耕地),1.0,10.8,0.72,7200.0,390.1,0.595,良 (标准规整农机作业区),-13.380916,16.029857
GLC10_P0575,10,大田农作物 (通用耕地),1.0,10.65,0.71,7100.0,437.9,0.465,良 (标准规整农机作业区),-13.574609,16.135298
GLC10_P0576,10,大田农作物 (通用耕地),1.0,10.65,0.71,7100.0,409.8,0.531,良 (标准规整农机作业区),-13.24241,16.192288
GLC10_P0577,10,大田农作物 (通用耕地),1.0,10.65,0.71,7100.0,509.4,0.344,良 (标准规整农机作业区),-13.67258,16.037574
GLC10_P0578,10,大田农作物 (通用耕地),1.0,10.65,0.71,7100.0,474.4,0.397,良 (标准规整农机作业区),-13.447177,16.131769
GLC10_P0579,10,大田农作物 (通用耕地),1.0,10.65,0.71,7100.0,553.2,0.292,良 (标准规整农机作业区),-13.442303,16.044805
GLC10_P0580,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,430.5,0.475,良 (标准规整农机作业区),-13.468572,17.206491
GLC10_P0581,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,365.7,0.658,良 (标准规整农机作业区),-13.296661,16.202511
GLC10_P0582,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,441.1,0.452,良 (标准规整农机作业区),-13.740621,16.081777
GLC10_P0583,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,421.0,0.496,良 (标准规整农机作业区),-13.485461,16.448389
GLC10_P0584,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,516.1,0.33,良 (标准规整农机作业区),-13.268696,16.193016
GLC10_P0585,10,大田农作物 (通用耕地),0.986,10.5,0.7,7000.0,343.8,0.744,良 (标准规整农机作业区),-13.413566,16.158877
GLC10_P0586,10,大田农作物 (通用耕地),1.0,10.5,0.7,7000.0,460.5,0.415,良 (标准规整农机作业区),-13.343193,16.19099
GLC10_P0587,10,大田农作物 (通用耕地),0.986,10.35,0.69,6900.0,400.8,0.54,良 (标准规整农机作业区),-13.622769,16.608676
GLC10_P0588,10,大田农作物 (通用耕地),1.0,10.35,0.69,6900.0,344.6,0.73,良 (标准规整农机作业区),-13.433115,16.142457
GLC10_P0589,10,大田农作物 (通用耕地),1.0,10.35,0.69,6900.0,420.6,0.49,良 (标准规整农机作业区),-13.239998,16.156902
GLC10_P0590,10,大田农作物 (通用耕地),1.0,10.35,0.69,6900.0,402.3,0.536,良 (标准规整农机作业区),-13.576999,16.084663
GLC10_P0591,10,大田农作物 (通用耕地),1.0,10.35,0.69,6900.0,355.5,0.686,良 (标准规整农机作业区),-13.463839,16.092259
GLC10_P0592,10,大田农作物 (通用耕地),0.985,10.2,0.68,6800.0,369.7,0.625,良 (标准规整农机作业区),-13.777541,16.103165
GLC10_P0593,10,大田农作物 (通用耕地),1.0,10.2,0.68,6800.0,455.1,0.413,良 (标准规整农机作业区),-13.218013,16.190204
GLC10_P0594,10,大田农作物 (通用耕地),1.0,10.2,0.68,6800.0,322.2,0.823,良 (标准规整农机作业区),-13.629277,16.010147
GLC10_P0595,10,大田农作物 (通用耕地),1.0,10.2,0.68,6800.0,533.5,0.3,良 (标准规整农机作业区),-12.741315,16.152484
GLC10_P0596,10,大田农作物 (通用耕地),1.0,10.2,0.68,6800.0,374.0,0.611,良 (标准规整农机作业区),-12.617383,17.238949
GLC10_P0597,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,394.9,0.54,良 (标准规整农机作业区),-12.316802,16.424368
GLC10_P0598,10,大田农作物 (通用耕地),0.985,10.05,0.67,6700.0,399.5,0.527,良 (标准规整农机作业区),-13.942189,16.117016
GLC10_P0599,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,512.5,0.321,良 (标准规整农机作业区),-13.363826,16.033952
GLC10_P0600,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,398.7,0.53,良 (标准规整农机作业区),-13.270136,16.171623
GLC10_P0601,10,大田农作物 (通用耕地),0.985,10.05,0.67,6700.0,384.6,0.569,良 (标准规整农机作业区),-12.602178,16.072132
GLC10_P0602,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,332.4,0.762,良 (标准规整农机作业区),-13.305211,16.193012
GLC10_P0603,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,462.0,0.394,良 (标准规整农机作业区),-13.200755,16.215348
GLC10_P0604,10,大田农作物 (通用耕地),0.97,10.05,0.67,6700.0,352.4,0.678,良 (标准规整农机作业区),-13.467334,16.159338
GLC10_P0605,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,411.7,0.497,良 (标准规整农机作业区),-13.47036,16.156238
GLC10_P0606,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,436.6,0.442,良 (标准规整农机作业区),-13.288126,17.212363
GLC10_P0607,10,大田农作物 (通用耕地),1.0,10.05,0.67,6700.0,455.1,0.407,良 (标准规整农机作业区),-12.47978,16.19311
GLC10_P0608,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,492.0,0.343,良 (标准规整农机作业区),-13.872683,16.695248
GLC10_P0609,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,474.1,0.369,良 (标准规整农机作业区),-12.852998,17.047048
GLC10_P0610,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,383.3,0.564,良 (标准规整农机作业区),-12.567398,16.14573
GLC10_P0611,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,414.4,0.483,良 (标准规整农机作业区),-13.258999,16.183936
GLC10_P0612,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,422.2,0.465,良 (标准规整农机作业区),-12.88396,16.142808
GLC10_P0613,10,大田农作物 (通用耕地),1.0,9.9,0.66,6600.0,433.6,0.441,良 (标准规整农机作业区),-13.407562,16.16815
GLC10_P0614,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,436.0,0.43,良 (标准规整农机作业区),-13.911433,16.150839
GLC10_P0615,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,405.7,0.496,良 (标准规整农机作业区),-12.750428,16.114645
GLC10_P0616,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,475.2,0.362,良 (标准规整农机作业区),-13.680083,16.046172
GLC10_P0617,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,396.8,0.519,良 (标准规整农机作业区),-12.761108,17.108006
GLC10_P0618,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,384.0,0.554,良 (标准规整农机作业区),-13.088206,16.201807
GLC10_P0619,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,435.2,0.431,良 (标准规整农机作业区),-13.938789,16.147626
GLC10_P0620,10,大田农作物 (通用耕地),1.0,9.75,0.65,6500.0,350.0,0.667,良 (标准规整农机作业区),-13.840652,16.10764
GLC10_P0621,10,大田农作物 (通用耕地),1.0,9.6,0.64,6400.0,405.3,0.49,良 (标准规整农机作业区),-13.267591,16.168527
GLC10_P0622,10,大田农作物 (通用耕地),1.0,9.6,0.64,6400.0,485.2,0.342,良 (标准规整农机作业区),-13.824733,16.599893
GLC10_P0623,10,大田农作物 (通用耕地),1.0,9.6,0.64,6400.0,401.1,0.5,良 (标准规整农机作业区),-12.714007,16.142404
GLC10_P0624,10,大田农作物 (通用耕地),1.0,9.6,0.64,6400.0,460.0,0.38,良 (标准规整农机作业区),-12.237401,17.952476
GLC10_P0625,10,大田农作物 (通用耕地),1.0,9.6,0.64,6400.0,351.6,0.651,良 (标准规整农机作业区),-13.44899,16.147849
GLC10_P0626,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,364.7,0.595,良 (标准规整农机作业区),-12.174266,17.860217
GLC10_P0627,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,463.1,0.369,良 (标准规整农机作业区),-13.167436,16.178027
GLC10_P0628,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,366.5,0.59,良 (标准规整农机作业区),-13.201443,16.185942
GLC10_P0629,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,433.5,0.421,良 (标准规整农机作业区),-13.154656,16.204351
GLC10_P0630,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,448.0,0.394,良 (标准规整农机作业区),-13.816757,16.100987
GLC10_P0631,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,317.8,0.784,良 (标准规整农机作业区),-12.71377,16.140329
GLC10_P0632,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,407.2,0.478,良 (标准规整农机作业区),-13.119033,16.214771
GLC10_P0633,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,356.1,0.624,良 (标准规整农机作业区),-13.467224,16.136732
GLC10_P0634,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,390.7,0.519,良 (标准规整农机作业区),-13.099583,16.206633
GLC10_P0635,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,442.4,0.405,良 (标准规整农机作业区),-13.941111,16.125015
GLC10_P0636,10,大田农作物 (通用耕地),1.0,9.45,0.63,6300.0,327.3,0.739,良 (标准规整农机作业区),-13.089566,16.202014
GLC10_P0637,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,379.5,0.541,良 (标准规整农机作业区),-12.858609,17.044802
GLC10_P0638,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,336.0,0.69,良 (标准规整农机作业区),-12.90136,17.060577
GLC10_P0639,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,419.4,0.443,良 (标准规整农机作业区),-13.238191,16.186921
GLC10_P0640,10,大田农作物 (通用耕地),0.984,9.3,0.62,6200.0,376.0,0.551,良 (标准规整农机作业区),-12.765013,17.09956
GLC10_P0641,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,363.8,0.589,良 (标准规整农机作业区),-13.450054,16.132725
GLC10_P0642,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,397.7,0.493,良 (标准规整农机作业区),-13.386248,16.004337
GLC10_P0643,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,370.8,0.567,良 (标准规整农机作业区),-13.401881,16.157106
GLC10_P0644,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,364.9,0.585,良 (标准规整农机作业区),-13.202056,16.177854
GLC10_P0645,10,大田农作物 (通用耕地),1.0,9.3,0.62,6200.0,414.3,0.454,良 (标准规整农机作业区),-13.270933,16.195724
GLC10_P0646,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,384.4,0.519,良 (标准规整农机作业区),-12.695007,17.400918
GLC10_P0647,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,400.9,0.477,良 (标准规整农机作业区),-13.008821,16.535409
GLC10_P0648,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,435.9,0.403,良 (标准规整农机作业区),-13.53198,16.435002
GLC10_P0649,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,399.9,0.479,良 (标准规整农机作业区),-13.615604,16.611288
GLC10_P0650,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,400.6,0.478,良 (标准规整农机作业区),-12.752742,16.114763
GLC10_P0651,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,531.5,0.271,良 (标准规整农机作业区),-12.469118,16.212691
GLC10_P0652,10,大田农作物 (通用耕地),1.0,9.15,0.61,6100.0,477.9,0.336,良 (标准规整农机作业区),-13.935357,16.292307
GLC10_P0653,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,448.1,0.375,良 (标准规整农机作业区),-13.252935,16.183194
GLC10_P0654,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,408.1,0.453,良 (标准规整农机作业区),-12.693866,17.101414
GLC10_P0655,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,508.8,0.291,良 (标准规整农机作业区),-12.99303,16.473617
GLC10_P0656,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,343.6,0.638,良 (标准规整农机作业区),-13.100732,17.484034
GLC10_P0657,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,346.5,0.628,良 (标准规整农机作业区),-13.886116,16.123055
GLC10_P0658,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,363.1,0.572,良 (标准规整农机作业区),-13.50968,16.043188
GLC10_P0659,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,318.6,0.743,良 (标准规整农机作业区),-13.77613,16.105031
GLC10_P0660,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,420.2,0.427,良 (标准规整农机作业区),-12.963599,16.212999
GLC10_P0661,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,365.0,0.566,良 (标准规整农机作业区),-13.779217,16.08858
GLC10_P0662,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,488.2,0.316,良 (标准规整农机作业区),-13.920154,16.068553
GLC10_P0663,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,310.8,0.781,良 (标准规整农机作业区),-13.245382,16.189232
GLC10_P0664,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,398.7,0.474,良 (标准规整农机作业区),-12.525841,16.181931
GLC10_P0665,10,大田农作物 (通用耕地),1.0,9.0,0.6,6000.0,320.4,0.734,良 (标准规整农机作业区),-13.807551,16.07247
GLC10_P0666,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,453.1,0.361,良 (标准规整农机作业区),-13.008198,16.534688
GLC10_P0667,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,343.8,0.627,良 (标准规整农机作业区),-13.460771,16.13227
GLC10_P0668,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,377.7,0.52,良 (标准规整农机作业区),-12.858529,17.043948
GLC10_P0669,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,413.9,0.433,良 (标准规整农机作业区),-13.613522,16.60348
GLC10_P0670,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,364.8,0.557,良 (标准规整农机作业区),-13.381158,16.927639
GLC10_P0671,10,大田农作物 (通用耕地),0.983,8.85,0.59,5900.0,389.1,0.49,良 (标准规整农机作业区),-13.165941,16.183332
GLC10_P0672,10,大田农作物 (通用耕地),1.0,8.85,0.59,5900.0,367.3,0.549,良 (标准规整农机作业区),-13.739343,16.084542
GLC10_P0673,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,332.4,0.66,良 (标准规整农机作业区),-13.461101,16.158294
GLC10_P0674,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,435.2,0.385,良 (标准规整农机作业区),-13.472053,16.088248
GLC10_P0675,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,347.2,0.604,良 (标准规整农机作业区),-13.100147,16.214246
GLC10_P0676,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,364.6,0.548,良 (标准规整农机作业区),-13.87109,16.175362
GLC10_P0677,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,360.3,0.561,良 (标准规整农机作业区),-13.72177,16.176599
GLC10_P0678,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,349.6,0.596,良 (标准规整农机作业区),-13.202037,16.210467
GLC10_P0679,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,320.5,0.709,良 (标准规整农机作业区),-13.409026,16.926197
GLC10_P0680,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,492.7,0.3,良 (标准规整农机作业区),-12.945911,16.157772
GLC10_P0681,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,369.7,0.533,良 (标准规整农机作业区),-12.751831,16.117687
GLC10_P0682,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,339.5,0.632,良 (标准规整农机作业区),-13.778349,16.156061
GLC10_P0683,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,385.3,0.491,良 (标准规整农机作业区),-13.276638,16.19897
GLC10_P0684,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,379.6,0.506,良 (标准规整农机作业区),-13.450493,16.06892
GLC10_P0685,10,大田农作物 (通用耕地),1.0,8.7,0.58,5800.0,407.4,0.439,良 (标准规整农机作业区),-13.94166,16.279443
GLC10_P0686,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,353.5,0.573,良 (标准规整农机作业区),-12.752191,16.012897
GLC10_P0687,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,443.9,0.364,良 (标准规整农机作业区),-13.452239,16.880245
GLC10_P0688,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,296.0,0.818,良 (标准规整农机作业区),-13.769112,16.101212
GLC10_P0689,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,351.6,0.579,良 (标准规整农机作业区),-13.66168,16.10441
GLC10_P0690,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,383.0,0.488,良 (标准规整农机作业区),-13.265006,16.188608
GLC10_P0691,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,402.8,0.441,良 (标准规整农机作业区),-13.934047,16.289047
GLC10_P0692,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,328.3,0.665,良 (标准规整农机作业区),-12.852335,17.044236
GLC10_P0693,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,366.5,0.533,良 (标准规整农机作业区),-13.401391,16.158049
GLC10_P0694,10,大田农作物 (通用耕地),0.982,8.55,0.57,5700.0,383.8,0.486,良 (标准规整农机作业区),-12.694359,17.102256
GLC10_P0695,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,436.7,0.376,良 (标准规整农机作业区),-13.462679,16.158506
GLC10_P0696,10,大田农作物 (通用耕地),1.0,8.55,0.57,5700.0,309.0,0.75,良 (标准规整农机作业区),-13.647305,16.108699
GLC10_P0697,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,513.6,0.267,良 (标准规整农机作业区),-13.54976,16.08855
GLC10_P0698,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,361.9,0.537,良 (标准规整农机作业区),-13.524308,16.095406
GLC10_P0699,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,355.1,0.558,良 (标准规整农机作业区),-13.479101,16.051157
GLC10_P0700,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,417.8,0.403,良 (标准规整农机作业区),-13.883853,16.218202
GLC10_P0701,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,364.9,0.529,良 (标准规整农机作业区),-13.369485,16.180845
GLC10_P0702,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,340.1,0.608,良 (标准规整农机作业区),-12.810086,16.369655
GLC10_P0703,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,329.7,0.647,良 (标准规整农机作业区),-13.258189,16.179088
GLC10_P0704,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,386.8,0.47,良 (标准规整农机作业区),-13.281327,16.185706
GLC10_P0705,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,376.8,0.496,良 (标准规整农机作业区),-13.201396,16.173354
GLC10_P0706,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,346.0,0.588,良 (标准规整农机作业区),-13.613553,16.61204
GLC10_P0707,10,大田农作物 (通用耕地),1.0,8.4,0.56,5600.0,351.6,0.569,良 (标准规整农机作业区),-13.788538,16.111803
GLC10_P0708,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,437.9,0.36,良 (标准规整农机作业区),-13.820643,16.106562
GLC10_P0709,10,大田农作物 (通用耕地),0.964,8.25,0.55,5500.0,324.6,0.656,良 (标准规整农机作业区),-12.469546,16.214149
GLC10_P0710,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,409.8,0.412,良 (标准规整农机作业区),-13.939181,16.279538
GLC10_P0711,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,327.4,0.645,良 (标准规整农机作业区),-12.611334,16.018069
GLC10_P0712,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,383.8,0.469,良 (标准规整农机作业区),-12.735883,16.117708
GLC10_P0713,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,366.1,0.516,良 (标准规整农机作业区),-12.376202,16.213229
GLC10_P0714,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,386.3,0.463,良 (标准规整农机作业区),-13.970031,16.312486
GLC10_P0715,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,416.7,0.398,良 (标准规整农机作业区),-12.159847,17.865185
GLC10_P0716,10,大田农作物 (通用耕地),1.0,8.25,0.55,5500.0,379.6,0.48,良 (标准规整农机作业区),-13.472422,16.092985
GLC10_P0717,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,326.5,0.636,良 (标准规整农机作业区),-13.467849,16.157358
GLC10_P0718,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,340.3,0.586,良 (标准规整农机作业区),-12.947458,16.15881
GLC10_P0719,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,417.8,0.389,良 (标准规整农机作业区),-13.11687,16.205997
GLC10_P0720,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,369.7,0.497,良 (标准规整农机作业区),-13.414173,16.091406
GLC10_P0721,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,297.8,0.765,良 (标准规整农机作业区),-13.100421,16.21927
GLC10_P0722,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,390.6,0.445,良 (标准规整农机作业区),-13.930363,16.287227
GLC10_P0723,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,364.5,0.511,良 (标准规整农机作业区),-12.377009,16.212908
GLC10_P0724,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,359.5,0.525,良 (标准规整农机作业区),-13.302484,16.193193
GLC10_P0725,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,343.0,0.577,良 (标准规整农机作业区),-12.957679,16.191856
GLC10_P0726,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,384.6,0.459,良 (标准规整农机作业区),-12.17525,17.881721
GLC10_P0727,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,289.8,0.808,良 (标准规整农机作业区),-12.712102,16.126326
GLC10_P0728,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,409.8,0.404,良 (标准规整农机作业区),-13.989168,17.100257
GLC10_P0729,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,345.7,0.568,良 (标准规整农机作业区),-13.390642,16.922669
GLC10_P0730,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,307.4,0.718,良 (标准规整农机作业区),-13.434228,16.142577
GLC10_P0731,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,327.3,0.633,良 (标准规整农机作业区),-12.697529,17.110307
GLC10_P0732,10,大田农作物 (通用耕地),1.0,8.1,0.54,5400.0,326.2,0.638,良 (标准规整农机作业区),-12.725997,16.131732
GLC10_P0733,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,307.9,0.702,良 (标准规整农机作业区),-13.098349,17.484918
GLC10_P0734,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,360.3,0.513,良 (标准规整农机作业区),-13.266278,16.162318
GLC10_P0735,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,327.3,0.622,良 (标准规整农机作业区),-13.456188,16.132315
